Target Word,AI Prediction,Rule-Based Prediction,Entropy Prediction,Steps
MIHLI,MIHLI,MIHLI,MIHLI,6
BATİK,HALİK,DİVİK,TALİK,1
BATİK,TAMİK,TUNİK,BATİK,2
BATİK,BATİK,GOTİK,BATİK,3
BATİK,BATİK,PATİK,BATİK,4
BATİK,BATİK,BATİK,BATİK,5
BATİK,BATİK,BATİK,BATİK,6
LAMBA,LAMBA,MAVAL,MALUL,1
LAMBA,LAMBA,GAMLI,DAMLA,2
LAMBA,LAMBA,LAMBA,LAMBA,3
LAMBA,LAMBA,LAMBA,LAMBA,4
LAMBA,LAMBA,LAMBA,LAMBA,5
LAMBA,LAMBA,LAMBA,LAMBA,6
EYLÜL,MEHİL,MEYİL,KEMAL,1
EYLÜL,EFDAL,EYLÜL,ETÇİL,2
EYLÜL,EYLÜL,EYLÜL,EYLÜL,3
EYLÜL,EYLÜL,EYLÜL,EYLÜL,4
EYLÜL,EYLÜL,EYLÜL,EYLÜL,5
EYLÜL,EYLÜL,EYLÜL,EYLÜL,6
NAKIZ,NAKIZ,SAKIZ,NAKIZ,1
NAKIZ,NAKIZ,NAKIZ,NAKIZ,2
NAKIZ,NAKIZ,NAKIZ,NAKIZ,3
NAKIZ,NAKIZ,NAKIZ,NAKIZ,4
NAKIZ,NAKIZ,NAKIZ,NAKIZ,5
NAKIZ,NAKIZ,NAKIZ,NAKIZ,6
HAYCI,HARAÇ,MACUN,MARTI,1
HAYCI,HAYFA,CARTA,ÇAYLI,2
HAYCI,HAYCI,BALCI,HAYCI,3
HAYCI,HAYCI,ZAĞCI,HAYCI,4
HAYCI,HAYCI,HAYCI,HAYCI,5
HAYCI,HAYCI,HAYCI,HAYCI,6
NİMET,JİLET,PİPET,LİRET,1
NİMET,PİPET,BİLET,NİYET,2
NİMET,NİMET,DİYET,NİMET,3
NİMET,NİMET,CİHET,NİMET,4
NİMET,NİMET,NİMET,NİMET,5
NİMET,NİMET,NİMET,NİMET,6
TUZAK,KANCA,EŞMEK,SAKİN,1
TUZAK,ÇOMAK,SANIK,YUMAK,2
TUZAK,DUŞAK,KOYAK,BUDAK,3
TUZAK,SUSAK,DUDAK,KUCAK,4
TUZAK,TUTAK,TUZAK,TUTAK,5
TUZAK,TUZAK,TUZAK,TUZAK,6
ÜÇKAT,KANCA,BAŞAT,KATIR,1
ÜÇKAT,ÇOKAL,ÜÇKAT,TOKAÇ,2
ÜÇKAT,ARKAÇ,ÜÇKAT,ÜÇKAT,3
ÜÇKAT,ÜÇKAT,ÜÇKAT,ÜÇKAT,4
ÜÇKAT,ÜÇKAT,ÜÇKAT,ÜÇKAT,5
ÜÇKAT,ÜÇKAT,ÜÇKAT,ÜÇKAT,6
ZÜHUL,YANAZ,ZARSI,OLMAZ,1
ZÜHUL,ZULÜM,ZULÜM,ÖZGÜL,2
ZÜHUL,ZÜHUL,ZÜHUL,ZÜHUL,3
ZÜHUL,ZÜHUL,ZÜHUL,ZÜHUL,4
ZÜHUL,ZÜHUL,ZÜHUL,ZÜHUL,5
ZÜHUL,ZÜHUL,ZÜHUL,ZÜHUL,6
KAVGA,KANCA,TUZCU,TAMİK,1
KAVGA,KAYMA,KAPIŞ,KAYIN,2
KAVGA,KAHTA,KAKAO,KAVUZ,3
KAVGA,KAVGA,KAMGA,KAVAF,4
KAVGA,KAVGA,KAVGA,KAVGA,5
KAVGA,KAVGA,KAVGA,KAVGA,6
VAHİT,KANCA,İKRAH,TARİK,1
VAHİT,MARAŞ,YAHŞİ,HAFİT,2
VAHİT,HASİS,ZAHİT,ŞAHİT,3
VAHİT,VAHİT,VAHİT,VAHİT,4
VAHİT,VAHİT,VAHİT,VAHİT,5
VAHİT,VAHİT,VAHİT,VAHİT,6
GÜVEÇ,SEVGİ,ÇEVİK,SEVİM,1
GÜVEÇ,GÖVDE,GÜVEÇ,GÜVEÇ,2
GÜVEÇ,GÜVEN,GÜVEÇ,GÜVEÇ,3
GÜVEÇ,GÜVEÇ,GÜVEÇ,GÜVEÇ,4
GÜVEÇ,GÜVEÇ,GÜVEÇ,GÜVEÇ,5
GÜVEÇ,GÜVEÇ,GÜVEÇ,GÜVEÇ,6
LAĞIV,VARDA,LARVA,EVRAK,1
LAĞIV,MANAV,LAĞIV,VASIL,2
LAĞIV,LAĞIV,LAĞIV,LAĞIV,3
LAĞIV,LAĞIV,LAĞIV,LAĞIV,4
LAĞIV,LAĞIV,LAĞIV,LAĞIV,5
LAĞIV,LAĞIV,LAĞIV,LAĞIV,6
HAZCI,SANCI,SAVCI,SAYRI,1
HAZCI,BAĞCI,HAYCI,CAZCI,2
HAZCI,ZARCI,HANCI,HAZCI,3
HAZCI,HAZCI,HAZCI,HAZCI,4
HAZCI,HAZCI,HAZCI,HAZCI,5
HAZCI,HAZCI,HAZCI,HAZCI,6
FAHUR,MAHUR,MAHUR,FAHUR,1
FAHUR,SAHUR,SAHUR,FAHUR,2
FAHUR,FAHUR,FAHUR,FAHUR,3
FAHUR,FAHUR,FAHUR,FAHUR,4
FAHUR,FAHUR,FAHUR,FAHUR,5
FAHUR,FAHUR,FAHUR,FAHUR,6
KARST,KARHA,SARMA,BARKA,1
KARST,KAROT,VARİS,KARNE,2
KARST,KARST,JARSE,KARGO,3
KARST,KARST,KARST,KARST,4
KARST,KARST,KARST,KARST,5
KARST,KARST,KARST,KARST,6
KONSA,LAMBA,HUSUS,KALIT,1
KONSA,KONSA,SAPMA,KOÇAN,2
KONSA,KONSA,KONSA,KONMA,3
KONSA,KONSA,KONSA,KONSA,4
KONSA,KONSA,KONSA,KONSA,5
KONSA,KONSA,KONSA,KONSA,6
HARBE,HABBE,ÜDEBA,TABUR,1
HARBE,HARBE,HABBE,DARBE,2
HARBE,HARBE,HARBE,HARBE,3
HARBE,HARBE,HARBE,HARBE,4
HARBE,HARBE,HARBE,HARBE,5
HARBE,HARBE,HARBE,HARBE,6
ARTMA,MAKRO,OMBRE,KAMER,1
ARTMA,AMPER,MICIR,AROMA,2
ARTMA,ARTMA,ARMUT,ARAMA,3
ARTMA,ARTMA,ARTMA,ARTMA,4
ARTMA,ARTMA,ARTMA,ARTMA,5
ARTMA,ARTMA,ARTMA,ARTMA,6
EŞSİZ,DİLCE,LİNET,MALEN,1
EŞSİZ,İTEĞİ,EZİCİ,SİZCE,2
EŞSİZ,ENZİM,EŞSİZ,EŞSİZ,3
EŞSİZ,EVSİZ,EŞSİZ,EŞSİZ,4
EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,5
EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,6
YAHŞİ,KAŞAN,VAHİY,TARİK,1
YAHŞİ,ŞATIR,YAHNİ,HAYDİ,2
YAHŞİ,MAFİŞ,YAHŞİ,YAHNİ,3
YAHŞİ,VAHŞİ,YAHŞİ,YAHŞİ,4
YAHŞİ,YAHŞİ,YAHŞİ,YAHŞİ,5
YAHŞİ,YAHŞİ,YAHŞİ,YAHŞİ,6
MATUF,SATMA,ÇATIŞ,SATIM,1
MATUF,HATİM,SATEN,ÇATMA,2
MATUF,MATUF,TATMA,MATUF,3
MATUF,MATUF,HATİM,MATUF,4
MATUF,MATUF,MATUF,MATUF,5
MATUF,MATUF,MATUF,MATUF,6
KÜREK,KEPEK,ESTET,SÜREK,1
KÜREK,KÜLEK,ÇEKEL,KÜREK,2
KÜREK,KÜREK,DÜYEK,KÜREK,3
KÜREK,KÜREK,KÜREK,KÜREK,4
KÜREK,KÜREK,KÜREK,KÜREK,5
KÜREK,KÜREK,KÜREK,KÜREK,6
BAMBU,SAMUT,PRUVA,SAMUR,1
BAMBU,BAMBU,MAOCU,BAMBU,2
BAMBU,BAMBU,BAMBU,BAMBU,3
BAMBU,BAMBU,BAMBU,BAMBU,4
BAMBU,BAMBU,BAMBU,BAMBU,5
BAMBU,BAMBU,BAMBU,BAMBU,6
TÜMÜR,KARAR,İKRAH,TARİK,1
TÜMÜR,POTUR,TROMP,TÜMÖR,2
TÜMÜR,TÜMÖR,TÜMÖR,TÜMÜR,3
TÜMÜR,TÜMÜR,TÜMÜR,TÜMÜR,4
TÜMÜR,TÜMÜR,TÜMÜR,TÜMÜR,5
TÜMÜR,TÜMÜR,TÜMÜR,TÜMÜR,6
UZLET,HALEL,GÖLET,ÖNLEM,1
UZLET,DÜLEK,PALET,HALET,2
UZLET,ENLEM,UZLET,GULET,3
UZLET,GÖLET,UZLET,UZLET,4
UZLET,UZLET,UZLET,UZLET,5
UZLET,UZLET,UZLET,UZLET,6
KÖYCÜ,KIYGI,KIYIN,KOYUN,1
KÖYCÜ,KOYUN,KUYTU,KIYIK,2
KÖYCÜ,KÖYCÜ,KÖYLÜ,KÖYCÜ,3
KÖYCÜ,KÖYCÜ,KÖYCÜ,KÖYCÜ,4
KÖYCÜ,KÖYCÜ,KÖYCÜ,KÖYCÜ,5
KÖYCÜ,KÖYCÜ,KÖYCÜ,KÖYCÜ,6
GOTÇA,LORTA,ÇOTUK,KORAL,1
GOTÇA,VOTKA,GOTÇA,BOĞMA,2
GOTÇA,GOTÇA,GOTÇA,GOTÇA,3
GOTÇA,GOTÇA,GOTÇA,GOTÇA,4
GOTÇA,GOTÇA,GOTÇA,GOTÇA,5
GOTÇA,GOTÇA,GOTÇA,GOTÇA,6
BELGİ,BELİĞ,HELİK,BELİT,1
BELGİ,BELGİ,YELLİ,BELGİ,2
BELGİ,BELGİ,BELGİ,BELGİ,3
BELGİ,BELGİ,BELGİ,BELGİ,4
BELGİ,BELGİ,BELGİ,BELGİ,5
BELGİ,BELGİ,BELGİ,BELGİ,6
HACİR,TAHİR,FAKİR,HAKİR,1
HACİR,HACİR,ZAMİR,HACİR,2
HACİR,HACİR,TAPİR,HACİR,3
HACİR,HACİR,HACİR,HACİR,4
HACİR,HACİR,HACİR,HACİR,5
HACİR,HACİR,HACİR,HACİR,6
DEĞİN,LAMBA,VACİP,SALİM,1
DEĞİN,PENGÖ,İNGİN,NEZİH,2
DEĞİN,NESİH,DEFİN,BEYİN,3
DEĞİN,DEĞİN,DEMİN,ÇEPİN,4
DEĞİN,DEĞİN,DEĞİN,DEFİN,5
DEĞİN,DEĞİN,DEĞİN,DEĞİN,6
PİVOT,SİSLİ,TOPUT,SORİT,1
PİVOT,FİTİN,PİVOT,PİLOT,2
PİVOT,PİVOT,PİVOT,PİVOT,3
PİVOT,PİVOT,PİVOT,PİVOT,4
PİVOT,PİVOT,PİVOT,PİVOT,5
PİVOT,PİVOT,PİVOT,PİVOT,6
BRAVO,TRAFO,BRAVO,BRAVO,1
BRAVO,BRAVO,BRAVO,BRAVO,2
BRAVO,BRAVO,BRAVO,BRAVO,3
BRAVO,BRAVO,BRAVO,BRAVO,4
BRAVO,BRAVO,BRAVO,BRAVO,5
BRAVO,BRAVO,BRAVO,BRAVO,6
NAZIR,KARAR,SALAR,KASIR,1
NAZIR,SATİR,KADİR,YATIR,2
NAZIR,GAYUR,NATÜR,HAZIR,3
NAZIR,NAZIR,NAZIR,NAZIR,4
NAZIR,NAZIR,NAZIR,NAZIR,5
NAZIR,NAZIR,NAZIR,NAZIR,6
SARMA,ŞAŞAA,BALCI,SATIR,1
SARMA,SARMA,SAVMA,SARAÇ,2
SARMA,SARMA,SARMA,SARMA,3
SARMA,SARMA,SARMA,SARMA,4
SARMA,SARMA,SARMA,SARMA,5
SARMA,SARMA,SARMA,SARMA,6
NOKTA,MANCA,ADINA,KANTO,1
NOKTA,AŞİNA,RANZA,NOKTA,2
NOKTA,NOKTA,ONAMA,NOKTA,3
NOKTA,NOKTA,NOKTA,NOKTA,4
NOKTA,NOKTA,NOKTA,NOKTA,5
NOKTA,NOKTA,NOKTA,NOKTA,6
HASET,HASPA,HASET,HASET,1
HASET,HASIM,HASET,HASET,2
HASET,HASET,HASET,HASET,3
HASET,HASET,HASET,HASET,4
HASET,HASET,HASET,HASET,5
HASET,HASET,HASET,HASET,6
SEBEP,SERİK,TÜNEK,SERİK,1
SEBEP,SENCE,ÇİZER,SEBEN,2
SEBEP,SEPET,SEBEP,SEBEP,3
SEBEP,SEBEP,SEBEP,SEBEP,4
SEBEP,SEBEP,SEBEP,SEBEP,5
SEBEP,SEBEP,SEBEP,SEBEP,6
AĞILI,SALMA,MULAJ,YALIM,1
AĞILI,ALICI,BAVLI,ARALI,2
AĞILI,AĞILI,ANALI,ACILI,3
AĞILI,AĞILI,AĞILI,AĞILI,4
AĞILI,AĞILI,AĞILI,AĞILI,5
AĞILI,AĞILI,AĞILI,AĞILI,6
TURBO,KURYA,DUBLE,KURAL,1
TURBO,DURUŞ,BURAK,BURGU,2
TURBO,NURLU,TURBO,TURBO,3
TURBO,TURBO,TURBO,TURBO,4
TURBO,TURBO,TURBO,TURBO,5
TURBO,TURBO,TURBO,TURBO,6
TÜMEY,HEMEN,SEMER,TEMEL,1
TÜMEY,ESMER,TÜMEN,TÜMEN,2
TÜMEY,TÜMEY,TÜMEY,TÜMEY,3
TÜMEY,TÜMEY,TÜMEY,TÜMEY,4
TÜMEY,TÜMEY,TÜMEY,TÜMEY,5
TÜMEY,TÜMEY,TÜMEY,TÜMEY,6
TUMAN,KURCA,MUKİM,KURAM,1
TUMAN,SUSAM,ÇUMRA,MUHAT,2
TUMAN,MULAJ,TUMAN,TUMAN,3
TUMAN,TUMAN,TUMAN,TUMAN,4
TUMAN,TUMAN,TUMAN,TUMAN,5
TUMAN,TUMAN,TUMAN,TUMAN,6
ASLEN,BANAL,İFLAH,MİLAS,1
ASLEN,ALENİ,TALEP,SALON,2
ASLEN,ASLEN,ASLEN,ASLEN,3
ASLEN,ASLEN,ASLEN,ASLEN,4
ASLEN,ASLEN,ASLEN,ASLEN,5
ASLEN,ASLEN,ASLEN,ASLEN,6
KANCA,KANCA,VARAK,KARIN,1
KANCA,KANCA,KAYGI,KANCA,2
KANCA,KANCA,KAHİN,KANCA,3
KANCA,KANCA,KANMA,KANCA,4
KANCA,KANCA,KANKA,KANCA,5
KANCA,KANCA,KANCA,KANCA,6
ALSAT,HAMAM,İFLAH,MİLAT,1
ALSAT,CİNAİ,APTAL,ALSAT,2
ALSAT,DOLAP,ALSAT,ALSAT,3
ALSAT,ALSAT,ALSAT,ALSAT,4
ALSAT,ALSAT,ALSAT,ALSAT,5
ALSAT,ALSAT,ALSAT,ALSAT,6
SOKET,KEKEÇ,KENET,TEKLİ,1
SOKET,DİKEL,PİKET,KOKET,2
SOKET,JOKEY,BUKET,SOKET,3
SOKET,SOKET,SOKET,SOKET,4
SOKET,SOKET,SOKET,SOKET,5
SOKET,SOKET,SOKET,SOKET,6
KİLİZ,İÇREK,İĞDİR,TEKİR,1
KİLİZ,KİLLİ,NEHİY,ŞİNİK,2
KİLİZ,KİLİT,ÇİZİK,KİLİZ,3
KİLİZ,KİLİZ,KİLİZ,KİLİZ,4
KİLİZ,KİLİZ,KİLİZ,KİLİZ,5
KİLİZ,KİLİZ,KİLİZ,KİLİZ,6
GÜZÜN,KAPAK,RÜKÜN,KARIN,1
GÜZÜN,SİSLİ,GÜCÜN,ÖZGÜN,2
GÜZÜN,GÜRÜN,GÜZÜN,GÜZÜN,3
GÜZÜN,GÜZÜN,GÜZÜN,GÜZÜN,4
GÜZÜN,GÜZÜN,GÜZÜN,GÜZÜN,5
GÜZÜN,GÜZÜN,GÜZÜN,GÜZÜN,6
ETÇİK,ELEME,ULUFE,İRKME,1
ETÇİK,EVRİK,ÜMERA,ELCİK,2
ETÇİK,ETÇİK,ETÇİK,ETÇİK,3
ETÇİK,ETÇİK,ETÇİK,ETÇİK,4
ETÇİK,ETÇİK,ETÇİK,ETÇİK,5
ETÇİK,ETÇİK,ETÇİK,ETÇİK,6
DOYMA,KAPAK,MAKRO,MERAK,1
DOYMA,ARAMA,COŞMA,DOYMA,2
DOYMA,YONMA,DOGMA,DOYMA,3
DOYMA,DOYMA,DONMA,DOYMA,4
DOYMA,DOYMA,DOYMA,DOYMA,5
DOYMA,DOYMA,DOYMA,DOYMA,6
VAKİT,KELİK,İPÇİK,TEKİL,1
VAKİT,İÇKİN,ESKİZ,NAKİT,2
VAKİT,SAKİT,VAKİT,SAKİT,3
VAKİT,VAKİT,VAKİT,VAKİT,4
VAKİT,VAKİT,VAKİT,VAKİT,5
VAKİT,VAKİT,VAKİT,VAKİT,6
KEFEN,KEPEK,REVİŞ,TEKİR,1
KEFEN,KELER,KEPÇE,KELEŞ,2
KEFEN,KEŞEN,KELEK,KEFEN,3
KEFEN,KETEN,KENET,KEFEN,4
KEFEN,KEVEN,KEFEN,KEFEN,5
KEFEN,KEFEN,KEFEN,KEFEN,6
PİKET,PİKET,PİKET,DİKTE,1
PİKET,PİKET,PİKET,PİKET,2
PİKET,PİKET,PİKET,PİKET,3
PİKET,PİKET,PİKET,PİKET,4
PİKET,PİKET,PİKET,PİKET,5
PİKET,PİKET,PİKET,PİKET,6
TERKİ,KERİM,TERKİ,KERTİ,1
TERKİ,TERKİ,TERKİ,TERKİ,2
TERKİ,TERKİ,TERKİ,TERKİ,3
TERKİ,TERKİ,TERKİ,TERKİ,4
TERKİ,TERKİ,TERKİ,TERKİ,5
TERKİ,TERKİ,TERKİ,TERKİ,6
MAPUS,KALIÇ,KOYMA,KALIT,1
MAPUS,PAMPA,MADUN,SANMA,2
MAPUS,MAPUS,MABUT,MAPUS,3
MAPUS,MAPUS,MAMUL,MAPUS,4
MAPUS,MAPUS,MAPUS,MAPUS,5
MAPUS,MAPUS,MAPUS,MAPUS,6
REMZİ,KEPİR,KEMER,KERTİ,1
REMZİ,TESRİ,REMİL,CEZRİ,2
REMZİ,VERDİ,REMZİ,REMZİ,3
REMZİ,REMZİ,REMZİ,REMZİ,4
REMZİ,REMZİ,REMZİ,REMZİ,5
REMZİ,REMZİ,REMZİ,REMZİ,6
METRE,SETER,BODUR,SETİR,1
METRE,METRE,ÖTÜRÜ,METRE,2
METRE,METRE,LİTRE,METRE,3
METRE,METRE,SETRE,METRE,4
METRE,METRE,METRE,METRE,5
METRE,METRE,METRE,METRE,6
ARTIŞ,ASTAR,ARAMİ,ARKIT,1
ARTIŞ,ARTIM,AREFE,ARTIM,2
ARTIŞ,ARTIK,ARTÇI,ARTIN,3
ARTIŞ,ARTIN,ARTIN,ARTIŞ,4
ARTIŞ,ARTIŞ,ARTIŞ,ARTIŞ,5
ARTIŞ,ARTIŞ,ARTIŞ,ARTIŞ,6
USKUR,SOKUR,ŞÜKÜR,UÇKUR,1
USKUR,USKUR,TIKIR,USKUR,2
USKUR,USKUR,ZİKİR,USKUR,3
USKUR,USKUR,USKUR,USKUR,4
USKUR,USKUR,USKUR,USKUR,5
USKUR,USKUR,USKUR,USKUR,6
KETAL,KAPAK,POLAT,TARAK,1
KETAL,KOMAR,TUVAL,KÜŞAT,2
KETAL,KETAL,METAL,KETAL,3
KETAL,KETAL,KETAL,KETAL,4
KETAL,KETAL,KETAL,KETAL,5
KETAL,KETAL,KETAL,KETAL,6
ETMEK,GÜMEÇ,KÖSEM,KAMER,1
ETMEK,ETMEK,ELMEK,ETMEK,2
ETMEK,ETMEK,EMMEK,ETMEK,3
ETMEK,ETMEK,EĞMEK,ETMEK,4
ETMEK,ETMEK,ETMEK,ETMEK,5
ETMEK,ETMEK,ETMEK,ETMEK,6
KLİŞE,İÇLİK,SAKİL,MELİK,1
KLİŞE,NAKLİ,İZLEK,AKİLE,2
KLİŞE,KLİŞE,KLİŞE,KLİŞE,3
KLİŞE,KLİŞE,KLİŞE,KLİŞE,4
KLİŞE,KLİŞE,KLİŞE,KLİŞE,5
KLİŞE,KLİŞE,KLİŞE,KLİŞE,6
PULCU,BELLİ,ULUFE,SELİM,1
PULCU,SOLUŞ,TUZLU,PULCU,2
PULCU,PULCU,PULCU,PULCU,3
PULCU,PULCU,PULCU,PULCU,4
PULCU,PULCU,PULCU,PULCU,5
PULCU,PULCU,PULCU,PULCU,6
KRAMP,KALAK,UZLUK,KAMİL,1
KRAMP,KOPMA,KAVAF,KIRMA,2
KRAMP,KRAMP,KEMHA,KRAMP,3
KRAMP,KRAMP,KRAMP,KRAMP,4
KRAMP,KRAMP,KRAMP,KRAMP,5
KRAMP,KRAMP,KRAMP,KRAMP,6
KÖRPE,KELEK,İRİTE,KERİM,1
KÖRPE,KÜŞNE,CEMRE,KORTE,2
KÖRPE,KROME,KÖRPE,KÖRPE,3
KÖRPE,KİRDE,KÖRPE,KÖRPE,4
KÖRPE,KURYE,KÖRPE,KÖRPE,5
KÖRPE,KÖRPE,KÖRPE,KÖRPE,6
EYTAM,ESVAP,ENDAM,EVHAM,1
EYTAM,ENDAM,EYYAM,ENCAM,2
EYTAM,EYTAM,EYTAM,EYTAM,3
EYTAM,EYTAM,EYTAM,EYTAM,4
EYTAM,EYTAM,EYTAM,EYTAM,5
EYTAM,EYTAM,EYTAM,EYTAM,6
TIMAR,TARAF,TURTA,TARİK,1
TIMAR,TUTAR,TAPİR,TOMAR,2
TIMAR,TOMAR,TIMAR,TIMAR,3
TIMAR,TIMAR,TIMAR,TIMAR,4
TIMAR,TIMAR,TIMAR,TIMAR,5
TIMAR,TIMAR,TIMAR,TIMAR,6
HERİF,SERİK,LEHİM,KERİM,1
HERİF,GERİM,HERİF,ŞERİF,2
HERİF,VERİŞ,HERİF,HERİF,3
HERİF,HERİF,HERİF,HERİF,4
HERİF,HERİF,HERİF,HERİF,5
HERİF,HERİF,HERİF,HERİF,6
MAKUS,KANCA,ÇAPAK,MALİK,1
MAKUS,MAKAK,KAVGA,MAKAS,2
MAKUS,MAKRO,SAKİL,MAKUS,3
MAKUS,MAKUL,MAKUS,MAKUS,4
MAKUS,MAKUS,MAKUS,MAKUS,5
MAKUS,MAKUS,MAKUS,MAKUS,6
ARGAÇ,AKTAR,ARDAK,İNKAR,1
ARGAÇ,ARGAÇ,ARGAÇ,ORTAÇ,2
ARGAÇ,ARGAÇ,ARGAÇ,ARGAÇ,3
ARGAÇ,ARGAÇ,ARGAÇ,ARGAÇ,4
ARGAÇ,ARGAÇ,ARGAÇ,ARGAÇ,5
ARGAÇ,ARGAÇ,ARGAÇ,ARGAÇ,6
ARDIL,ARGIN,ARGIT,ARTIN,1
ARDIL,ARTIŞ,ARSIZ,ARDIL,2
ARDIL,ARDIL,ARŞIN,ARDIL,3
ARDIL,ARDIL,ARDIL,ARDIL,4
ARDIL,ARDIL,ARDIL,ARDIL,5
ARDIL,ARDIL,ARDIL,ARDIL,6
NAZLI,KANCA,BUNMA,KANTO,1
NAZLI,NAHIR,ANDIZ,NAZIM,2
NAZLI,NAMLI,NAZLI,NAZLI,3
NAZLI,NAZLI,NAZLI,NAZLI,4
NAZLI,NAZLI,NAZLI,NAZLI,5
NAZLI,NAZLI,NAZLI,NAZLI,6
MUZIR,TATAR,ESMER,SAMUR,1
MUZIR,SEMER,MICIR,MUZIR,2
MUZIR,MUCUR,MUZIR,MUZIR,3
MUZIR,MUZIR,MUZIR,MUZIR,4
MUZIR,MUZIR,MUZIR,MUZIR,5
MUZIR,MUZIR,MUZIR,MUZIR,6
KESİŞ,KESİK,ŞÜPHE,SERİK,1
KESİŞ,KESİF,DEĞİŞ,KESİF,2
KESİŞ,KESİR,GEÇİŞ,KESİŞ,3
KESİŞ,KESİŞ,SERİŞ,KESİŞ,4
KESİŞ,KESİŞ,KESİŞ,KESİŞ,5
KESİŞ,KESİŞ,KESİŞ,KESİŞ,6
KÜRİT,KESİK,ÖNCEL,SERİK,1
KÜRİT,KİNİN,KIŞRİ,KİRİL,2
KÜRİT,KOLİT,KÜRİT,KÜRİT,3
KÜRİT,KÜRİT,KÜRİT,KÜRİT,4
KÜRİT,KÜRİT,KÜRİT,KÜRİT,5
KÜRİT,KÜRİT,KÜRİT,KÜRİT,6
BULUT,KALAK,KILIÇ,SALİK,1
BULUT,POLÜM,SİLİŞ,GOLCÜ,2
BULUT,SİLGİ,ANLAM,TULUP,3
BULUT,BULUT,ZÜLÜF,BULUT,4
BULUT,BULUT,DOLGU,BULUT,5
BULUT,BULUT,HULUL,BULUT,6
MÜFTÜ,ŞERİF,TOTEM,SERİN,1
MÜFTÜ,FODUL,MUHİT,ZULÜM,2
MÜFTÜ,MÜFTÜ,MÜFTÜ,MÜFTÜ,3
MÜFTÜ,MÜFTÜ,MÜFTÜ,MÜFTÜ,4
MÜFTÜ,MÜFTÜ,MÜFTÜ,MÜFTÜ,5
MÜFTÜ,MÜFTÜ,MÜFTÜ,MÜFTÜ,6
KADIN,KALIÇ,MASKE,KALIT,1
KADIN,KASIK,KALIK,KANIŞ,2
KADIN,KATIM,KAYIT,KADIN,3
KADIN,KAYIN,KAKIÇ,KADIN,4
KADIN,KADIN,KAPIŞ,KADIN,5
KADIN,KADIN,KADIN,KADIN,6
MUCİT,MUHİT,MUCİT,MUHAT,1
MUCİT,MUCİT,MUCİT,MUCİT,2
MUCİT,MUCİT,MUCİT,MUCİT,3
MUCİT,MUCİT,MUCİT,MUCİT,4
MUCİT,MUCİT,MUCİT,MUCİT,5
MUCİT,MUCİT,MUCİT,MUCİT,6
RAHİM,BARAN,UÇMAN,TARİK,1
RAHİM,RAHİP,MAŞER,ZAHİR,2
RAHİM,RAHİM,HARİM,RAHİM,3
